UpdateTime	TopWait
2024-07-05 00:15	> 4
2024-07-05 00:30	> 4
2024-07-05 00:45	> 4
2024-07-05 01:15	> 6
2024-07-05 01:15	> 6
2024-07-05 01:30	> 6
2024-07-05 01:45	> 6
2024-07-05 02:15	> 6
2024-07-05 02:30	> 6
2024-07-05 02:45	> 6
2024-07-05 03:15	> 6
2024-07-05 03:15	> 6
2024-07-05 03:30	> 6
2024-07-05 03:45	> 6
2024-07-05 04:15	> 6
2024-07-05 04:30	> 6
2024-07-05 04:45	> 6
2024-07-05 05:15	> 7
2024-07-05 05:15	> 7
2024-07-05 05:30	> 8
2024-07-05 05:45	> 8
2024-07-05 06:15	> 8
2024-07-05 06:30	> 8
2024-07-05 06:45	> 8
2024-07-05 07:15	> 8
2024-07-05 07:30	> 8
2024-07-05 07:45	> 8
2024-07-05 09:30	> 8
2024-07-05 10:15	> 8
2024-07-05 10:45	> 8
2024-07-05 10:45	> 8
2024-07-05 11:00	> 8
2024-07-05 11:30	> 8
2024-07-05 11:45	> 8
2024-07-05 12:15	> 7
2024-07-05 12:15	> 7
2024-07-05 12:45	> 5
2024-07-05 13:15	> 4
2024-07-05 13:30	> 4
2024-07-05 13:45	> 4
2024-07-05 14:15	> 4
2024-07-05 14:30	> 5
2024-07-05 14:45	> 5
2024-07-05 15:15	> 5
2024-07-05 15:15	> 5
2024-07-05 15:30	> 5
2024-07-05 15:45	> 5
2024-07-05 16:00	> 5
2024-07-05 16:30	> 5
2024-07-05 16:45	> 5
2024-07-05 17:00	> 5
2024-07-05 17:30	> 5
2024-07-05 17:30	> 5
2024-07-05 18:15	> 5
2024-07-05 18:30	> 4
2024-07-05 18:45	> 5
2024-07-05 19:15	> 5
2024-07-05 19:15	> 5
2024-07-05 19:30	> 5
2024-07-05 19:45	> 5
2024-07-05 20:30	> 5
2024-07-05 20:45	> 5
2024-07-05 21:15	> 7
2024-07-05 21:30	> 7
2024-07-05 21:45	> 7
2024-07-05 22:15	> 7
2024-07-05 22:30	> 7
2024-07-05 22:45	> 7
2024-07-05 23:15	> 7
2024-07-05 23:30	> 8
2024-07-05 23:45	> 8
